AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
T Nagar,1867,2007-09-08,127,2,1,5,Normal Sale,Yes,1974-08-17,Commercial,NoSeWa,No Access,RL,2.2,2.1,3.1,2.58,823250,205813,20581260
T Nagar,1909,2009-09-09,185,2,1,5,Partial,Yes,1994-09-13,Commercial,AllPub,No Access,RH,4.2,4.8,2.4,3.54,782811,267804,20600300
Adyar,672,2008-02-15,18,1,1,2,AbNormal,No,1989-02-19,Others,NoSeWa,No Access,A,4.5,4.7,4.4,4.49,133689,40107,4456285
Anna Nagar,1997,2014-04-08,36,2,1,5,Family,No,1990-10-08,Commercial,NoSeWa,Gravel,RL,2.0,2.6,4.9,3.31,869775,347910,21744380
Anna Nagar,1700,2013-02-27,131,1,1,4,AbNormal,No,1990-05-03,Others,NoSeWa,Gravel,RL,4.0,4.2,4.5,4.25,533718,80058,13342960
KK Nagar,1934,2009-05-03,73,3,2,5,AbNormal,Yes,1988-10-03,Commercial,AllPub,Paved,RH,4.9,3.5,5.0,4.52,706808,369468,16063820
Anna Nagar,1716,2009-10-30,157,1,1,4,Partial,No,2004-10-31,Commercial,AllPub,Gravel,RH,4.4,4.9,2.9,3.925,536235,191513,19151250
Chrompet,736,2010-04-17,134,1,1,2,AdjLand,No,1978-04-25,Commercial,AllPub,No Access,RH,3.1,2.4,4.2,3.15,229263,141085,8817800
Velachery,1505,2011-06-23,83,2,1,4,Normal Sale,No,1972-02-07,Others,AllPub,Paved,I,4.5,3.5,4.1,3.93,247180,123590,8239330
Adyar,689,2010-07-08,98,1,1,2,Normal Sale,Yes,2005-08-08,Others,ELO,Paved,C,3.3,2.2,4.8,3.83,263958,55570,6946275
Chrompet,862,2014-09-09,150,1,1,3,AbNormal,No,1975-09-19,Others,NoSewr ,No Access,RL,4.7,2.9,5.0,4.07,209241,36076,7215190
Karapakkam,1320,2010-03-07,133,1,1,3,AdjLand,Yes,1982-10-07,Others,NoSeWa,No Access,RH,3.4,2.4,2.0,2.54,310960,101062,7774000
KK Nagar,2300,2010-06-14,113,4,2,6,AbNormal,No,1994-06-18,Others,AllPub,Gravel,RH,4.9,5.0,4.5,4.77,568989,185540,12369320
Velachery,1697,2006-01-24,107,2,1,4,Normal Sale,No,1971-02-02,Others,ELO,Gravel,C,3.9,3.8,4.9,4.16,310766,86324,8632400
KK Nagar,2178,2010-08-14,57,3,2,5,Partial,No,1999-08-17,House,NoSeWa,Gravel,RL,3.4,2.5,2.4,2.73,338446,262023,10917620
Chrompet,1229,2007-03-09,146,2,1,4,AdjLand,No,2002-04-09,House,NoSeWa,Gravel,RL,3.4,3.8,3.4,3.56,333536,161714,10107150
T Nagar,1549,2010-02-15,169,1,1,4,Normal Sale,No,1966-02-26,Commercial,ELO,Paved,RH,2.6,4.8,5.0,4.23,467230,216928,16686780
Velachery,1911,2009-11-02,28,3,2,5,Normal Sale,No,2002-02-13,House,NoSeWa,Paved,A,2.5,4.8,2.0,3.39,241545,56360,8051490
Anna Nagar,1654,2009-06-10,65,1,1,4,Partial,No,1970-10-16,Others,ELO,Paved,RM,3.8,3.3,3.7,3.635,412284,137428,12493450
Chrompet,1224,2015-05-01,27,2,1,4,Family,No,1991-11-01,House,NoSewr ,Paved,RM,3.9,4.2,3.9,4.02,316760,67192,9598800
Karapakkam,927,2011-06-21,35,1,1,3,Family,No,1986-06-27,Commercial,NoSewr ,No Access,A,3.4,3.2,2.5,2.98,197566,62092,5644750
Chrompet,1166,2009-12-23,36,1,1,3,AdjLand,No,1995-12-27,Commercial,AllPub,Gravel,RM,4.2,2.3,3.4,3.2,445479,148493,14849300
Adyar,900,2007-09-12,28,1,1,3,AdjLand,Yes,1994-12-12,House,NoSewr ,Paved,RL,4.9,2.4,4.8,4.35,323070,146850,9789995
T Nagar,1924,2012-12-10,158,2,1,5,Normal Sale,No,2007-10-14,Others,ELO,Paved,RH,5.0,2.8,2.3,3.235,534646,246760,13708870
Velachery,1527,2006-03-12,122,2,1,4,AbNormal,No,1990-07-12,Commercial,NoSeWa,Paved,C,2.9,2.6,3.9,3.07,444960,210770,11709470
Velachery,1773,2008-10-31,87,2,1,4,AbNormal,No,1992-04-11,House,ELO,Paved,C,2.0,4.5,2.8,3.37,290097,109767,7840470
KK Nagar,2187,2009-06-23,175,3,2,5,AbNormal,Yes,1991-06-28,Commercial,NoSeWa,Gravel,RH,4.8,4.6,2.7,3.9,798100,177356,17735560
Velachery,1574,2005-05-31,30,2,1,4,AbNormal,Yes,1957-12-06,Commercial,AllPub,Paved,RH,2.2,2.4,3.8,2.77,453343,123639,13737660
KK Nagar,2235,2012-03-31,74,4,2,6,Family,Yes,1999-04-04,Commercial,NoSewr ,Paved,RL,4.2,3.1,3.0,3.39,620747,419917,18257260
Chrompet,776,2009-09-08,97,1,1,2,Family,Yes,1992-08-13,Commercial,AllPub,Gravel,RL,3.9,2.6,3.9,3.38,351359,35136,11711950
Adyar,1030,2009-01-18,104,1,1,3,Normal Sale,Yes,1984-01-25,Commercial,NoSewr ,Paved,RL,3.3,4.3,4.3,4.0,498272,41523,13840875
Chrompet,791,2008-11-08,178,1,1,2,AbNormal,Yes,2003-08-13,Others,ELO,No Access,RM,3.6,2.7,2.5,2.91,262423,131211,8747420
Anna Nagar,1600,2010-08-12,170,1,1,4,AdjLand,No,1975-12-17,Commercial,NoSeWa,Paved,RL,3.2,2.5,4.3,3.465,507580,199406,18127850
Chrompet,1270,2012-01-31,134,2,1,4,Family,No,1993-04-02,House,NoSewr ,Paved,RH,3.2,3.7,3.2,3.4,231467,25719,8572850
Chrompet,1150,2007-03-11,195,1,1,3,AbNormal,No,1992-06-11,Others,NoSewr ,Paved,RH,4.9,3.9,3.0,3.93,275365,97710,8882750
KK Nagar,2369,2010-05-27,173,4,2,6,Normal Sale,Yes,1982-03-06,Commercial,NoSeWa,Paved,RM,4.7,2.9,4.6,4.12,952411,485924,19436960
Anna Nagar,1814,2007-10-10,110,2,1,5,Family,Yes,1984-10-15,Commercial,AllPub,No Access,RL,2.9,3.2,4.9,3.775,612639,326741,20421310
T Nagar,1925,2010-01-30,49,2,1,5,AdjLand,No,1995-03-02,Commercial,ELO,Gravel,RM,2.6,4.0,3.1,3.175,652487,382492,22499550
Karapakkam,1217,2009-06-10,17,1,1,3,AdjLand,Yes,2004-07-10,House,NoSeWa,No Access,A,4.1,2.0,3.5,3.23,177018,142756,5710250
Anna Nagar,1668,2014-08-28,40,1,1,4,AbNormal,No,1993-02-09,House,ELO,Paved,RH,3.8,2.7,2.2,2.885,401057,151751,10839370
Velachery,1668,2005-04-27,15,2,1,4,Partial,Yes,1954-10-05,Others,AllPub,Gravel,RH,3.0,3.0,3.1,3.03,399747,71749,10249920
Karapakkam,1435,2012-02-14,81,2,2,4,AbNormal,Yes,1972-02-24,Commercial,NoSeWa,Paved,I,3.6,2.6,4.3,3.58,389268,173008,10813000
Adyar,762,2011-11-12,16,1,1,2,AdjLand,No,1975-12-20,Others,ELO,Paved,RH,2.9,4.7,3.5,3.56,291358,43704,7283940
Velachery,1816,2011-06-15,29,3,2,5,Normal Sale,No,1985-06-21,Others,NoSewr ,Paved,I,3.9,2.6,2.1,2.78,339263,131936,9423970
Chrompet,1255,2014-02-11,129,2,1,4,AdjLand,No,1977-11-11,House,ELO,Gravel,RM,3.6,3.8,4.7,4.01,296466,92007,10222950
KK Nagar,2011,2009-03-28,193,3,2,5,AdjLand,Yes,1981-04-04,Others,AllPub,Gravel,RL,4.4,3.6,2.2,3.28,413279,129150,12914980
Velachery,1874,2004-08-05,154,3,2,5,Partial,Yes,1978-05-15,Commercial,AllPub,No Access,C,2.2,4.2,3.0,3.34,548259,182753,14057920
Velachery,1743,2006-02-04,86,2,1,4,Normal Sale,No,1988-06-04,Commercial,NoSewr ,Paved,A,3.7,2.3,2.4,2.68,474930,187472,12498160
Anna Nagar,1545,2013-12-10,45,1,1,4,AdjLand,Yes,1991-10-18,Commercial,NoSewr ,No Access,RM,3.4,4.2,2.4,3.2,570913,247396,19030440
Chrompet,782,2011-11-03,195,1,1,2,Family,Yes,2003-03-13,Commercial,NoSewr ,Paved,RM,2.6,4.5,3.2,3.54,334174,119348,11934800
Karapakkam,1349,2010-12-06,59,2,2,4,AbNormal,Yes,2005-06-13,Others,AllPub,Paved,A,2.7,2.1,4.0,3.04,242798,57129,7141125
KK Nagar,2443,2009-11-11,118,4,2,6,Normal Sale,No,1989-11-16,House,AllPub,Paved,RL,2.0,4.7,3.7,3.49,539801,140818,11734800
KK Nagar,1696,2010-02-17,35,2,1,4,Normal Sale,Yes,1994-02-21,House,NoSewr ,Paved,RH,2.5,4.5,2.1,2.94,466518,87472,9719120
Velachery,1727,2007-12-08,5,2,1,4,AdjLand,No,1957-08-24,Commercial,NoSewr ,Gravel,C,3.5,2.8,4.6,3.52,491421,225788,13281650
Chrompet,813,2013-11-28,103,1,1,3,AdjLand,Yes,1980-06-12,House,ELO,Gravel,RM,3.9,3.4,4.8,3.97,247321,95124,9512350
Anna Nagar,1998,2014-08-05,20,2,1,5,AbNormal,Yes,2008-09-05,Commercial,AllPub,No Access,RL,2.2,3.9,4.2,3.425,761636,313615,22401070
KK Nagar,1961,2011-09-23,197,3,2,5,Normal Sale,Yes,1995-09-27,Others,NoSeWa,Paved,RM,3.8,4.8,4.2,4.26,391119,176634,12616740
KK Nagar,2298,2011-05-30,106,4,2,6,Normal Sale,No,1982-06-06,Others,NoSewr ,Paved,RM,4.9,2.7,3.6,3.72,593664,176836,12631140
Karapakkam,1544,2009-10-11,52,2,2,4,AdjLand,No,1998-11-13,Commercial,AllPub,Gravel,RM,4.9,3.4,3.8,4.01,581543,124616,13846250
Anna Nagar,1930,2010-03-25,158,2,1,5,Partial,No,1991-03-30,Commercial,NoSewr ,No Access,RM,2.4,2.8,3.1,2.78,517380,227647,20695180
Adyar,642,2008-07-14,72,1,1,2,AbNormal,Yes,1998-07-17,House,NoSewr ,Gravel,RH,2.0,4.0,4.0,3.4,243635,89333,8121150
Chrompet,1066,2009-09-16,120,1,1,3,Family,No,1990-09-21,Commercial,AllPub,No Access,RH,3.8,2.1,2.7,2.79,302547,67233,11205450
Anna Nagar,1673,2007-12-20,120,1,1,4,AdjLand,Yes,1967-12-30,Others,ELO,Gravel,RM,3.2,2.2,3.7,3.15,588116,102920,14702890
Anna Nagar,1829,2014-05-31,24,2,1,5,Family,Yes,1980-08-06,House,NoSewr ,No Access,RM,3.3,3.6,4.7,3.935,474384,158128,13177330
Karapakkam,616,2011-02-17,84,1,1,2,AbNormal,No,1981-02-24,Commercial,ELO,Gravel,RH,3.9,2.0,4.9,3.73,231387,74861,6805500
Adyar,713,2006-10-27,60,1,1,2,AdjLand,No,1969-05-11,Others,NoSewr ,Gravel,I,4.9,3.0,3.7,3.92,235892,85779,7148255
Chrompet,838,2006-12-18,31,1,1,3,AbNormal,No,1981-12-24,Others,NoSewr ,Gravel,RL,4.9,2.5,2.2,3.13,234411,108834,8371810
Velachery,1804,2010-04-01,64,3,2,5,Partial,Yes,2001-06-01,Commercial,AllPub,No Access,I,4.3,2.4,3.6,3.24,450245,145240,14524030
Anna Nagar,1840,2013-07-22,48,2,1,5,Normal Sale,Yes,1984-07-29,Others,ELO,No Access,RL,4.0,4.6,2.4,3.51,414086,82817,13802880
Adyar,876,2008-11-18,99,1,1,3,AdjLand,Yes,1991-11-23,Others,ELO,No Access,I,4.3,3.9,2.2,3.17,254248,95343,7945255
Karapakkam,1213,2010-12-02,167,1,1,3,Family,No,1975-02-21,Others,NoSeWa,Paved,RH,3.8,3.8,2.6,3.32,225373,132573,6628625
Velachery,1541,2008-10-10,42,2,1,4,Family,No,1963-10-22,House,AllPub,No Access,A,2.2,3.4,4.9,3.55,183955,72467,5574400
Karapakkam,1401,2011-09-02,132,2,2,4,AdjLand,No,1970-02-19,House,AllPub,Paved,RL,5.0,2.8,3.4,3.7,371312,189606,7900250
Velachery,1637,2004-03-22,100,2,1,4,Partial,No,1986-03-27,Others,NoSewr ,Paved,I,2.2,3.3,4.7,3.45,275903,181061,8621960
Chrompet,1299,2009-07-26,104,2,1,4,Normal Sale,Yes,2005-07-27,House,NoSewr ,Gravel,RM,3.6,3.9,4.0,3.84,319820,153988,11845200
Karapakkam,1160,2011-08-21,52,1,1,3,Family,No,1968-08-31,Commercial,NoSewr ,Paved,RL,4.4,3.5,2.4,3.33,380650,133228,9516250
Chrompet,770,2010-08-12,181,1,1,2,Partial,Yes,1998-11-12,House,NoSeWa,Paved,RM,2.5,3.9,3.6,3.39,248182,119812,8558000
Karapakkam,1496,2011-10-17,60,2,2,4,Normal Sale,Yes,1989-10-22,House,AllPub,Paved,RM,4.8,4.9,2.0,3.71,293685,234948,9789500
Chrompet,911,2007-08-23,125,1,1,3,Partial,Yes,1993-08-26,Others,ELO,Paved,RH,4.5,3.5,2.0,3.35,276658,108986,8383570
T Nagar,1763,2011-03-30,93,1,1,4,Partial,Yes,1979-07-04,House,AllPub,Paved,RH,2.9,3.1,4.2,3.535,449035,72817,12136090
Chrompet,858,2011-03-21,96,1,1,3,AbNormal,Yes,1992-03-25,Others,ELO,Gravel,RH,4.1,4.9,4.1,4.42,222643,89057,8905710
Velachery,1943,2010-04-04,36,3,2,5,AbNormal,No,1981-11-04,Commercial,ELO,Gravel,I,4.5,3.6,3.5,3.8,515611,151650,15165030
Velachery,1920,2005-06-22,192,3,2,5,AdjLand,No,1953-05-07,Others,NoSeWa,No Access,I,3.6,3.2,3.4,3.36,293886,71245,8905640
Karapakkam,672,2009-08-19,34,1,1,2,Normal Sale,Yes,1991-08-24,House,NoSewr ,No Access,RH,2.6,3.0,3.6,3.12,185576,134964,5623500
Chrompet,912,2007-08-26,90,1,1,3,Normal Sale,Yes,2000-08-27,Others,NoSeWa,Gravel,RL,2.8,3.4,4.0,3.4,268993,89664,9962690
Karapakkam,584,2010-07-10,59,1,1,2,Partial,Yes,1965-10-18,Commercial,AllPub,No Access,C,2.4,3.7,4.7,3.71,178841,51098,5109750
KK Nagar,2222,2011-11-03,20,4,2,6,Partial,Yes,2005-12-03,Commercial,AllPub,Gravel,RL,2.2,4.2,2.5,2.92,561790,355800,18726320
Anna Nagar,1939,2012-01-09,130,2,1,5,Normal Sale,Yes,1983-09-09,Commercial,ELO,No Access,RL,4.9,3.0,2.5,3.465,826735,317975,21198330
Karapakkam,1420,2012-10-01,76,2,2,4,Partial,No,2005-11-01,Others,NoSewr ,Gravel,C,4.8,2.8,2.0,3.08,213983,57062,7132750
Anna Nagar,1993,2010-05-26,15,2,1,5,Family,Yes,1974-04-06,House,ELO,Paved,RL,3.0,3.5,4.0,3.525,366527,257926,13575070
T Nagar,1818,2012-09-09,146,2,1,5,Family,Yes,1984-09-16,House,NoSewr ,No Access,RM,4.6,3.1,3.2,3.595,331690,252085,13267610
Karapakkam,1459,2010-02-16,126,2,2,4,Partial,Yes,1960-02-29,Commercial,AllPub,Paved,A,4.3,3.4,3.8,3.83,307376,134477,9605500
Velachery,1889,2009-04-15,78,3,2,5,Normal Sale,Yes,1989-04-20,House,NoSewr ,Paved,A,3.9,4.0,4.6,4.16,277185,187770,8941450
Chrompet,1155,2014-01-13,99,1,1,3,AbNormal,Yes,1996-01-18,House,NoSewr ,No Access,RM,3.3,4.4,2.7,3.56,273966,166337,9784500
Anna Nagar,1707,2013-08-07,145,1,1,4,AdjLand,Yes,1988-07-14,Commercial,AllPub,Gravel,RH,3.9,4.8,3.7,4.045,652776,163194,20399250
Adyar,896,2010-12-04,135,1,1,3,Normal Sale,No,1994-04-16,House,NoSeWa,Gravel,A,4.0,3.9,3.9,3.93,217915,62261,6226140
Velachery,1972,2008-01-29,194,3,2,5,Family,No,1994-01-02,House,NoSewr ,No Access,RM,2.9,2.2,4.9,3.19,370175,92544,10282630
Velachery,1506,2007-11-08,172,2,1,4,Family,Yes,1966-08-21,House,AllPub,No Access,RH,3.8,2.0,3.6,2.93,303478,123032,8202120
Chrompet,868,2013-08-10,179,1,1,3,AbNormal,Yes,1975-10-18,House,ELO,Gravel,RL,4.1,4.2,2.1,3.54,224507,25905,8634900
Anna Nagar,1661,2010-08-15,143,1,1,4,AdjLand,Yes,1992-08-19,Commercial,NoSewr ,No Access,RH,4.2,2.0,2.2,2.85,620145,263092,18792260
Chrompet,962,2008-08-19,20,1,1,3,AdjLand,Yes,1993-08-23,Commercial,NoSeWa,Paved,RH,3.5,2.4,3.1,2.94,393237,208907,12288650
KK Nagar,1609,2010-12-02,49,2,1,4,Partial,Yes,1988-02-18,Others,NoSeWa,Gravel,RM,2.8,3.4,2.8,2.98,509014,90491,11311420
Chrompet,1250,2007-05-02,124,2,1,4,Family,Yes,2002-06-02,House,NoSewr ,Gravel,RH,2.9,3.0,3.9,3.24,327563,133073,10236350
Anna Nagar,1796,2011-07-08,183,1,1,4,AbNormal,Yes,1966-08-18,Others,NoSewr ,Gravel,RH,4.5,3.1,2.8,3.47,524411,262205,13800280
Karapakkam,909,2010-07-27,125,1,1,3,Family,No,1983-03-08,Others,NoSeWa,Paved,RH,3.5,2.5,2.4,2.76,245474,81825,5844625
Velachery,1930,2006-09-28,140,3,2,5,AdjLand,No,1962-09-10,Others,ELO,Gravel,RM,3.9,2.2,3.0,2.87,355606,248924,11853530
Anna Nagar,2000,2009-05-01,124,2,1,5,AbNormal,No,1986-11-01,Commercial,NoSeWa,Gravel,RH,4.1,2.1,3.9,3.52,597426,128020,21336660
Adyar,949,2007-01-09,6,1,1,3,Family,Yes,1979-08-09,Others,NoSewr ,No Access,A,3.6,4.0,4.6,4.18,258196,72825,6620420
Anna Nagar,1639,2010-05-31,153,1,1,4,AbNormal,No,1970-10-06,Commercial,NoSewr ,Gravel,RH,3.8,3.5,2.9,3.365,449414,143812,17976550
Chrompet,923,2009-01-08,7,1,1,3,Normal Sale,Yes,1970-11-08,House,ELO,No Access,RL,2.5,2.8,3.1,2.8,222768,122906,7681650
Karapakkam,502,2011-10-27,59,1,1,2,Normal Sale,No,1993-10-31,Commercial,NoSeWa,Paved,I,2.2,2.5,4.9,3.37,182189,112529,5358500
Velachery,1511,2005-03-29,74,2,1,4,Normal Sale,Yes,1989-02-04,House,ELO,Gravel,RL,3.6,4.9,2.7,3.92,373319,176289,10369970
Adyar,873,2010-02-28,11,1,1,3,AbNormal,Yes,1998-03-03,Commercial,NoSeWa,Paved,RL,4.8,2.9,2.6,3.32,453261,163678,12590580
KK Nagar,2155,2008-11-29,151,3,2,5,Normal Sale,No,1984-05-12,House,AllPub,Gravel,RL,3.4,3.4,3.0,3.24,426264,157045,11217480
Adyar,647,2007-03-26,28,1,1,2,AdjLand,Yes,1991-03-30,House,NoSeWa,Paved,I,4.7,4.5,3.3,3.96,244951,28818,7204440
Chrompet,934,2014-11-11,75,1,1,3,AbNormal,Yes,1993-11-16,Others,NoSewr ,No Access,RM,3.1,2.4,4.4,3.21,253458,28162,9387330
KK Nagar,2251,2011-10-27,156,4,2,6,AdjLand,Yes,1985-02-11,House,AllPub,Paved,RM,2.7,4.8,2.5,3.25,571662,233862,12992320
Karapakkam,670,2010-09-21,19,1,1,2,AdjLand,Yes,1990-09-26,House,ELO,No Access,C,4.3,3.8,2.1,3.27,176007,63182,4513000
Karapakkam,1343,2010-11-04,117,2,2,4,Family,No,1974-04-20,Commercial,ELO,No Access,A,3.7,4.8,4.6,4.39,280645,182040,7585000
Chrompet,1021,2014-07-16,14,1,1,3,Normal Sale,Yes,1996-07-20,Commercial,NoSewr ,No Access,RL,3.0,4.0,4.7,3.91,327733,50420,12605100
Karapakkam,882,2010-11-15,173,1,1,2,Partial,No,1962-11-27,Commercial,NoSewr ,No Access,C,5.0,4.1,3.0,3.93,272350,119834,5447000
Velachery,1573,2007-04-13,121,2,1,4,AdjLand,No,1987-04-18,House,NoSeWa,No Access,RH,2.8,2.2,4.1,2.92,296910,152467,8024600
Anna Nagar,1979,2014-08-26,83,2,1,5,Normal Sale,No,1994-08-31,Commercial,NoSewr ,No Access,RH,3.6,3.3,2.1,2.925,727335,161630,20203750
T Nagar,1926,2011-10-04,100,2,1,5,Normal Sale,No,1980-04-17,Commercial,AllPub,No Access,RM,4.3,2.4,2.0,2.79,714235,147048,21006920
Karapakkam,1347,2012-02-28,94,2,2,4,Partial,No,1962-12-03,House,NoSewr ,No Access,RL,4.2,2.7,4.8,3.99,299578,101984,6374000
T Nagar,1760,2008-01-28,173,1,1,4,Family,Yes,1979-04-02,Commercial,ELO,Paved,RH,4.3,2.6,3.2,3.38,544051,233165,19430380
KK Nagar,1776,2010-12-04,95,2,1,4,AdjLand,Yes,1986-04-18,Commercial,NoSewr ,Paved,RH,3.8,3.6,3.0,3.42,545043,317942,15140080
Chrompet,1037,2009-05-29,127,1,1,3,Family,Yes,1997-01-06,House,NoSewr ,Paved,RM,2.3,4.9,3.2,3.61,318918,159459,9966200
Karapakkam,1365,2010-10-27,108,2,2,4,Family,Yes,2004-10-28,Others,AllPub,Paved,C,4.4,2.5,3.0,3.27,332385,139138,7729875
Karapakkam,1179,2011-03-31,81,1,1,3,Normal Sale,No,1997-03-04,Commercial,NoSewr ,No Access,RM,3.0,3.0,2.4,2.76,447722,91580,10175500
Anna Nagar,1514,2010-12-22,181,1,1,4,Partial,Yes,2001-12-24,Others,ELO,Paved,RH,2.2,2.5,2.0,2.195,467152,215609,11978250
Chrompet,1103,2006-12-11,26,1,1,3,Partial,Yes,1995-11-15,Commercial,NoSewr ,No Access,RM,2.9,2.5,4.1,3.1,408662,40866,13622050
Chrompet,878,2013-10-22,165,1,1,3,Family,No,1977-10-31,Others,NoSewr ,Gravel,RM,4.5,2.8,5.0,3.97,286735,71684,8960460
Anna Nagar,1571,2008-06-30,138,1,1,4,Normal Sale,No,1974-09-07,Commercial,ELO,Paved,RL,3.0,4.9,3.9,3.835,508745,122801,17542930
Velachery,1502,2007-11-25,185,2,1,4,Family,No,1954-08-12,Others,ELO,Paved,I,4.7,2.4,4.4,3.58,247144,82381,7489210
Velachery,1737,2007-12-27,107,2,1,4,Normal Sale,No,2000-12-28,Others,NoSewr ,No Access,A,3.5,4.5,2.2,3.56,307536,138391,7688390
Karapakkam,1252,2009-10-10,47,1,1,3,AbNormal,Yes,1999-10-13,Others,ELO,Gravel,RM,2.9,4.9,2.5,3.34,308481,248775,9951000
Karapakkam,1584,2010-09-18,85,2,2,4,AdjLand,Yes,1982-09-25,House,NoSeWa,Paved,A,3.8,3.1,4.5,3.87,327684,160356,6972000
Anna Nagar,1658,2008-08-15,17,1,1,4,Family,No,1966-08-26,Others,ELO,Paved,RM,2.2,3.0,3.5,2.92,376415,125472,12547180
Anna Nagar,1833,2012-01-11,78,2,1,5,Family,Yes,1983-09-11,Commercial,ELO,Gravel,RM,4.5,4.8,3.4,4.135,745505,416606,21926630
Chrompet,1057,2009-12-04,173,1,1,3,Family,Yes,1976-04-20,House,NoSewr ,Gravel,RM,3.0,4.4,4.1,3.89,264861,152804,10186950
Karapakkam,871,2010-06-14,187,1,1,2,Normal Sale,No,1991-06-19,Others,ELO,No Access,RM,4.4,3.0,3.3,3.54,311586,90879,6491375
Chrompet,844,2014-12-10,22,1,1,3,AdjLand,No,1995-10-17,Others,NoSeWa,No Access,RL,3.1,3.0,5.0,3.63,245655,76767,7676730
Anna Nagar,1741,2009-05-21,160,1,1,4,AdjLand,No,1976-05-29,Commercial,NoSewr ,Gravel,RM,2.6,2.5,4.0,3.135,760754,308414,20560910
KK Nagar,2497,2009-01-27,197,4,2,6,Normal Sale,Yes,1987-02-02,Others,AllPub,Gravel,RL,2.0,2.4,4.7,3.2,445401,301723,14367780
Karapakkam,1265,2011-11-16,55,1,1,3,AbNormal,No,2000-11-18,House,NoSewr ,No Access,RL,3.8,3.0,3.3,3.36,242471,103916,6927750
Anna Nagar,1769,2011-03-11,28,1,1,4,AdjLand,Yes,1989-08-11,Others,ELO,Gravel,RM,3.8,3.7,2.1,3.095,418558,294541,15502160
T Nagar,1902,2008-06-07,21,2,1,5,Normal Sale,Yes,1980-07-13,Others,NoSewr ,No Access,RH,4.5,2.2,3.6,3.52,427193,124024,13780420
KK Nagar,1895,2010-12-02,63,3,2,5,AbNormal,No,1988-02-18,Commercial,NoSeWa,Gravel,RM,3.5,3.1,4.8,3.9,551971,340923,16234440
KK Nagar,1531,2008-07-12,188,2,1,4,Partial,Yes,1991-12-12,Commercial,AllPub,Gravel,RH,4.9,3.5,3.6,3.96,459589,292466,13926940
Velachery,1838,2011-01-13,68,3,2,5,AdjLand,No,1958-01-26,Others,ELO,Gravel,I,3.8,3.2,2.2,3.05,367105,67625,9660660
Adyar,1288,2008-03-26,64,2,2,4,AbNormal,No,1995-03-30,House,AllPub,Gravel,RL,3.8,2.4,3.8,3.52,403624,74352,10621695
Anna Nagar,1738,2012-10-21,19,1,1,4,Partial,No,1970-01-11,Others,AllPub,Paved,RM,3.2,3.4,3.2,3.25,432461,248993,13104880
Karapakkam,1010,2010-04-24,197,1,1,3,Normal Sale,Yes,1967-05-05,Commercial,NoSeWa,No Access,A,4.0,2.6,4.6,3.82,271490,115383,6787250
Adyar,909,2011-03-18,0,1,1,3,AbNormal,No,2004-03-19,Commercial,AllPub,Paved,A,4.0,4.9,4.1,4.23,294363,137369,9812105
Velachery,1635,2006-09-15,35,2,1,4,AdjLand,Yes,1971-09-24,Commercial,ELO,No Access,RH,2.1,3.5,4.7,3.51,511962,138368,13836800
Karapakkam,744,2012-01-01,59,1,1,2,AdjLand,No,1964-01-13,Others,NoSeWa,Gravel,I,2.8,3.7,2.3,2.87,235620,104720,5236000
Karapakkam,945,2012-01-30,22,1,1,3,AdjLand,No,1994-03-02,House,NoSeWa,Paved,C,2.4,2.9,2.8,2.71,148230,98820,4941000
Chrompet,1063,2013-10-11,109,1,1,3,AbNormal,Yes,1982-11-18,House,ELO,Gravel,RM,2.4,3.2,3.6,3.08,271962,40291,10072650
Anna Nagar,1823,2009-05-12,22,2,1,5,Normal Sale,No,1966-12-16,Commercial,NoSeWa,No Access,RL,3.7,3.9,4.9,4.23,573101,305654,19103360
KK Nagar,1358,2010-02-21,128,2,1,4,AbNormal,No,1996-02-25,Others,NoSeWa,Gravel,RL,2.0,4.6,2.1,2.82,428906,111888,9324040
Velachery,1870,2006-03-05,164,3,2,5,AdjLand,No,1977-10-05,House,AllPub,Gravel,A,2.0,3.0,4.4,3.17,333188,76890,8543280
Chrompet,1207,2010-06-15,56,2,1,4,AbNormal,No,1977-06-23,Others,AllPub,Paved,RH,2.5,2.2,4.6,3.01,241092,116081,8929340
Anna Nagar,1892,2011-09-25,123,2,1,5,Family,No,2006-09-26,Others,AllPub,No Access,RH,4.6,3.7,4.1,4.175,484060,248571,13082710
Velachery,1857,2005-06-03,109,3,2,5,AbNormal,No,1974-03-14,Others,AllPub,Gravel,RH,2.8,4.8,2.9,3.73,386589,75170,10738570
Adyar,1296,2010-07-14,39,2,2,4,AbNormal,Yes,1983-07-21,Others,AllPub,No Access,RM,4.8,4.7,2.2,3.48,466060,151470,11651505
Chrompet,1012,2011-11-27,63,1,1,3,AbNormal,Yes,1984-03-12,House,NoSewr ,Paved,RH,2.5,2.5,2.2,2.41,233292,116646,8331850
Chrompet,733,2008-10-27,156,1,1,2,AdjLand,No,1985-02-11,House,AllPub,Gravel,RH,3.1,4.3,3.2,3.61,226915,65879,7319850
